provision_id,subject,section,primary_dimension,kind,owning_unit,owners,delegation_note
A424,codex-internal-module-directory-uniform-format-successor,directory-special-law,模型/推論,mixed,UNIT_PERMISSION,permission;permission-sovereign,"delegate business content, retain governance shell"
A425,whole-system-recursive-modular-architecture,general-provisions,時限/預算,mixed,codex-retained,automation;permission,"delegate business content, retain governance shell"
A426,universal-module-source-line-limit,system-responsibility,資料/SQL,mixed,UNIT_RUNTIME,sub-sovereign,"delegate business content, retain governance shell"
A427,mandatory-module-self-decomposition,system-responsibility,工程實作要求,mixed,UNIT_RUNTIME,,"delegate business content, retain governance shell"
A428,bounded-self-decomposition-orchestration-and-evidence-closure,system-responsibility,時限/預算,mixed,UNIT_RUNTIME,automation;decision;permission;permission-sovereign,"delegate business content, retain governance shell"
A429,module-self-decomposition-command-state-and-exception-closure,system-responsibility,時限/預算,mixed,UNIT_RUNTIME,automation;permission;permission-sovereign,"delegate business content, retain governance shell"
A430,source-line-evidence-and-self-decomposition-directory-special-law,system-responsibility,時限/預算,mixed,UNIT_RUNTIME,permission;permission-sovereign,"delegate business content, retain governance shell"
A431,module-line-count-registry-special-law,system-responsibility,模型/推論,mixed,UNIT_RUNTIME,permission;permission-sovereign,"delegate business content, retain governance shell"
A432,module-line-count-roster-normalized-counting-and-aggregation,system-responsibility,模型/推論,mixed,UNIT_RUNTIME,,"delegate business content, retain governance shell"
A433,authored-source-inventory-and-line-roster-completeness,system-responsibility,資料/SQL,mixed,UNIT_RUNTIME,permission;permission-sovereign,"delegate business content, retain governance shell"
A434,module-line-roster-ownership-cohesion-and-fragmentation-gate,system-responsibility,模型/推論,mixed,UNIT_RUNTIME,,"delegate business content, retain governance shell"
A435,codex-read-access-tier-and-import-time-self-declaration-convergence,system-responsibility,模型/推論,mixed,UNIT_RUNTIME,decision;permission,"delegate business content, retain governance shell"
A436,permission-decision-and-directory-authority-execution-boundary,system-responsibility,資料/SQL,mixed,UNIT_RUNTIME,decision;permission;permission-sovereign,"delegate business content, retain governance shell"
A437,internal-call-and-governed-boundary-classification,system-responsibility,資料/SQL,mixed,UNIT_RUNTIME,permission,"delegate business content, retain governance shell"
A438,canonical-sovereign-sub-sovereign-executor-responsibility-model,system-responsibility,模型/推論,mixed,UNIT_RUNTIME,canonical-sovereign-sub-sovereign;decision;sub-sovereign,"delegate business content, retain governance shell"
A439,canonical-identity-conversion-contract,system-responsibility,工程實作要求,mixed,UNIT_RUNTIME,permission,"delegate business content, retain governance shell"
A44,four-functions-local,system-responsibility,模型/推論,mixed,UNIT_RUNTIME,,"delegate business content, retain governance shell"
A440,one-module-one-test-suite-schema,system-responsibility,時限/預算,mixed,UNIT_RUNTIME,sub-sovereign,"delegate business content, retain governance shell"
A441,health-governance-outline,system-responsibility,模型/推論,mixed,UNIT_RUNTIME,decision,"delegate business content, retain governance shell"
A442,health-contract-machine-verifiable-schema,system-responsibility,時限/預算,mixed,UNIT_RUNTIME,,"delegate business content, retain governance shell"
A443,health-observation-classification-contract,system-responsibility,模型/推論,mixed,UNIT_RUNTIME,,"delegate business content, retain governance shell"
A444,health-recovery-orchestration-contract,system-responsibility,時限/預算,mixed,UNIT_RUNTIME,decision,"delegate business content, retain governance shell"
A445,formal-rule-contract-and-precedence-convergence,system-responsibility,資料/SQL,mixed,UNIT_RUNTIME,decision;permission,"delegate business content, retain governance shell"
A446,execution-pipeline-contract-decomposition,system-responsibility,時限/預算,mixed,UNIT_RUNTIME,decision,"delegate business content, retain governance shell"
A447,connection-boundary-and-low-cost-legal-paths,system-responsibility,時限/預算,mixed,UNIT_RUNTIME,permission,"delegate business content, retain governance shell"
A448,receipt-token-and-audit-event-machine-schemas,system-responsibility,資料/SQL,mixed,UNIT_RUNTIME,,"delegate business content, retain governance shell"
A449,technical-pass-versus-external-verification-status,system-responsibility,安全與稽核,mixed,UNIT_RUNTIME,,"delegate business content, retain governance shell"
A45,interface-layer,system-responsibility,資料/SQL,mixed,UNIT_RUNTIME,,"delegate business content, retain governance shell"
A450,formal-rule-schema-registry-and-migration-gate,system-responsibility,時限/預算,mixed,UNIT_RUNTIME,decision;permission,"delegate business content, retain governance shell"
A451,execution-receipt-tier-profile,system-responsibility,模型/推論,mixed,UNIT_RUNTIME,decision,"delegate business content, retain governance shell"
A452,codex-official-read-session-and-attested-reader-schema,system-responsibility,資料/SQL,mixed,UNIT_RUNTIME,permission;permission-sovereign,"delegate business content, retain governance shell"
A453,attested-execution-identity-derivation,system-responsibility,安全與稽核,mixed,UNIT_RUNTIME,,"delegate business content, retain governance shell"
A454,permission-decision-transport-and-append-only-ledger,system-responsibility,時限/預算,mixed,UNIT_RUNTIME,decision;permission,"delegate business content, retain governance shell"
A455,independent-verification-verdict-record,system-responsibility,安全與稽核,governance,codex-retained,decision,retain in codex (governance/boundary)
A456,user-authorized-revision-history-resumption-genesis,system-responsibility,模型/推論,mixed,UNIT_RUNTIME,,"delegate business content, retain governance shell"
A457,single-chinese-codex-mirror-three-part-storage,system-responsibility,模型/推論,mixed,UNIT_RUNTIME,,"delegate business content, retain governance shell"
A458,bidirectional-multiplexed-channel-special-law,system-responsibility,時限/預算,mixed,UNIT_RUNTIME,automation;automation-sovereign;decision;permission;permission-sovereign,"delegate business content, retain governance shell"
A459,sovereign-multicore-parallel-collaboration-special-law,system-responsibility,時限/預算,mixed,UNIT_RUNTIME,automation;automation-sovereign;decision;decision-sovereign;permission;runtime-sovereign;sub-sovereign,"delegate business content, retain governance shell"
A46,audit-ledger,separation-and-accountability,資料/SQL,mixed,codex-retained,data-governance-sub-sovereign,"delegate business content, retain governance shell"
A460,independent-tool-complete-modularization-special-law,system-responsibility,資料/SQL,mixed,UNIT_RUNTIME,sub-sovereign,"delegate business content, retain governance shell"
A461,sovereign-subsovereign-direct-information-layer-route,system-responsibility,時限/預算,mixed,UNIT_RUNTIME,automation;automation-sovereign;decision;permission;permission-sovereign;sovereign-sub-sovereign;sub-sovereign,"delegate business content, retain governance shell"
A462,provision-normativity-classification-contract,system-responsibility,模型/推論,mixed,UNIT_RUNTIME,decision,"delegate business content, retain governance shell"
A463,formal-rule-semantic-and-evaluator-parity-contract,system-responsibility,時限/預算,mixed,UNIT_RUNTIME,permission,"delegate business content, retain governance shell"
A464,seal-candidate-certification-and-release-status-contract,system-responsibility,安全與稽核,mixed,UNIT_RUNTIME,,"delegate business content, retain governance shell"
A465,active-identity-metadata-and-dynamic-location-contract,system-responsibility,安全與稽核,mixed,UNIT_RUNTIME,permission;permission-sovereign,"delegate business content, retain governance shell"
A466,codex-derived-registry-index-and-identity-classification-closure,system-responsibility,資料/SQL,mixed,UNIT_RUNTIME,decision;non-sovereign;permission;permission-sovereign,"delegate business content, retain governance shell"
A467,investment-mobile-standalone-root-correction,system-responsibility,時限/預算,mixed,UNIT_RUNTIME,,"delegate business content, retain governance shell"
A468,directory-governance-data-closure-and-three-stage-acceptance-gate,system-responsibility,資料/SQL,mixed,UNIT_RUNTIME,decision;permission,"delegate business content, retain governance shell"
A469,codex-external-non-indexing-and-internal-derived-search-clean-successor,system-responsibility,模型/推論,mixed,UNIT_RUNTIME,,"delegate business content, retain governance shell"
A47,violation-closure,separation-and-accountability,安全與稽核,governance,codex-retained,,retain in codex (governance/boundary)
A470,directory-coverage-requirement-complete-alignment,system-responsibility,模型/推論,mixed,UNIT_RUNTIME,,"delegate business content, retain governance shell"
A471,revision-history-current-and-pre-genesis-state-normalization,system-responsibility,模型/推論,business,UNIT_RUNTIME,,"delegate to owning unit domain (successor, retain reference only)"
A472,language-governance-freeze-acceptance-event,system-responsibility,資料/SQL,mixed,UNIT_RUNTIME,,"delegate business content, retain governance shell"
A473,epoch-two-canonical-identity-and-seal-authority,system-responsibility,安全與稽核,governance,codex-retained,,retain in codex (governance/boundary)
A474,lifecycle-lineage-reference-and-multi-predecessor-contract,system-responsibility,安全與稽核,mixed,UNIT_RUNTIME,,"delegate business content, retain governance shell"
A475,A233-special-law-normalization-complete-closure,system-responsibility,資料/SQL,mixed,UNIT_RUNTIME,,"delegate business content, retain governance shell"
A476,current-seal-component-and-trust-anchor-continuity,system-responsibility,模型/推論,mixed,UNIT_RUNTIME,,"delegate business content, retain governance shell"
A477,registered-bounded-codex-proxy-clean-successor,system-responsibility,模型/推論,mixed,UNIT_RUNTIME,decision;permission;sub-sovereign,"delegate business content, retain governance shell"
A478,codex-normative-authority-terminology-clean-successor,system-responsibility,安全與稽核,governance,codex-retained,decision,retain in codex (governance/boundary)
A479,provision-classification-and-formal-parity-clean-successor,system-responsibility,資料/SQL,mixed,UNIT_RUNTIME,,"delegate business content, retain governance shell"
A48,amendment-execution,amendment-and-protection,未分類,business,codex-retained,,"delegate to owning unit domain (successor, retain reference only)"
A480,machine-schema-complete-typed-registry-contract,system-responsibility,資料/SQL,mixed,UNIT_RUNTIME,decision,"delegate business content, retain governance shell"
A481,executable-module-test-suite-cardinality-clean-successor,system-responsibility,時限/預算,mixed,UNIT_RUNTIME,sub-sovereign,"delegate business content, retain governance shell"
A482,normalized-test-flow-command-fault-manual-trace-contract,system-responsibility,模型/推論,business,UNIT_RUNTIME,,"delegate to owning unit domain (successor, retain reference only)"
A483,canonical-command-permission-action-contract,system-responsibility,資料/SQL,business,UNIT_RUNTIME,permission,"delegate to owning unit domain (successor, retain reference only)"
A484,desktop-exe-sole-main-system-user-startup-entry,system-responsibility,時限/預算,mixed,UNIT_RUNTIME,permission;startup-sub-sovereign,"delegate business content, retain governance shell"
A485,learning-sub-sovereign-transfer-to-xingcheng,system-responsibility,模型/推論,mixed,UNIT_RUNTIME,automation;automation-sovereign;decision;learning-evidence-sync-sub-sovereign;learning-sub-sovereign;privileged-institution-managed-sub-sovereign;to-learning-sub-sovereign,"delegate business content, retain governance shell"
A486,automation-sovereign-canonical-rename,system-responsibility,資料/SQL,mixed,UNIT_RUNTIME,automation;automation-sovereign;decision;learning-sub-sovereign;permission;synchronization-sovereign,"delegate business content, retain governance shell"
A487,timestamp-version-model-exclusive-successor,system-responsibility,模型/推論,mixed,UNIT_RUNTIME,,"delegate business content, retain governance shell"
A488,timestamp-codex-amendment-flow-successor,system-responsibility,安全與稽核,mixed,UNIT_RUNTIME,,"delegate business content, retain governance shell"
A489,current-governance-closure-graph-contract,system-responsibility,安全與稽核,mixed,UNIT_RUNTIME,,"delegate business content, retain governance shell"
A49,formal-tools,system-responsibility,模型/推論,mixed,UNIT_RUNTIME,,"delegate business content, retain governance shell"
A490,governance-closure-priority-and-evidence-plan,system-responsibility,資料/SQL,mixed,UNIT_RUNTIME,,"delegate business content, retain governance shell"
A491,implementation-obligation-mandated-state-clean-successor,system-responsibility,時限/預算,mixed,UNIT_RUNTIME,,"delegate business content, retain governance shell"
A492,three-batch-governance-closure-and-dynamic-parity,system-responsibility,安全與稽核,mixed,UNIT_RUNTIME,,"delegate business content, retain governance shell"
A493,A407-A410-reference-normalization-successor,general-provisions,安全與稽核,mixed,codex-retained,,"delegate business content, retain governance shell"
A494,system-runtime-canonical-id-and-display-name-successor,system-responsibility,安全與稽核,mixed,UNIT_RUNTIME,decision;runtime-sovereign;sub-sovereign;system-runtime;system-runtime-sovereign,"delegate business content, retain governance shell"
A495,current-manifest-hash-succession-and-directory-derivation-contract,system-responsibility,模型/推論,mixed,UNIT_RUNTIME,,"delegate business content, retain governance shell"
A496,current-topology-and-startup-consolidation-successor,system-responsibility,流程/程序,mixed,UNIT_RUNTIME,automation;runtime-sovereign;startup-sub-sovereign;sub-sovereign;system-runtime;system-runtime-sovereign,"delegate business content, retain governance shell"
A497,current-binding-search-directory-access-and-certification-contract,system-responsibility,資料/SQL,mixed,UNIT_RUNTIME,parent-sovereign;sub-sovereign,"delegate business content, retain governance shell"
A498,machine-schema-formal-evidence-and-descriptor-convergence,system-responsibility,時限/預算,mixed,UNIT_RUNTIME,,"delegate business content, retain governance shell"
A499,cross-store-data-authority-provenance-resilience-and-readiness-contract,system-responsibility,資料/SQL,mixed,UNIT_RUNTIME,decision;permission,"delegate business content, retain governance shell"
A5,delegation,separation-and-accountability,流程/程序,mixed,codex-retained,,"delegate business content, retain governance shell"
A50,programming-language-review,sovereignty,模型/推論,mixed,codex-retained,sub-sovereign,"delegate business content, retain governance shell"
A500,canonical-cryptographic-and-comparison-terminology-contract,system-responsibility,資料/SQL,mixed,UNIT_RUNTIME,,"delegate business content, retain governance shell"
A501,postgresql-sql-authority-migration-security-fallback-audit-and-readiness-contract,system-responsibility,資料/SQL,mixed,UNIT_RUNTIME,permission,"delegate business content, retain governance shell"
A502,sql-migration-authority-and-priority-data-schema-directory-contract,system-responsibility,資料/SQL,mixed,UNIT_RUNTIME,,"delegate business content, retain governance shell"
A503,sql-authority-boundary,system-responsibility,資料/SQL,mixed,UNIT_RUNTIME,,"delegate business content, retain governance shell"
A504,postgresql-object-level-schema-authority,system-responsibility,資料/SQL,mixed,UNIT_RUNTIME,,"delegate business content, retain governance shell"
A505,sql-migration-chain,system-responsibility,資料/SQL,mixed,UNIT_RUNTIME,,"delegate business content, retain governance shell"
A506,database-security-projection,system-responsibility,資料/SQL,mixed,UNIT_RUNTIME,decision;permission,"delegate business content, retain governance shell"
A507,postgresql-schema-drift-gate,system-responsibility,資料/SQL,mixed,UNIT_RUNTIME,,"delegate business content, retain governance shell"
A508,sqlite-private-state-boundary,system-responsibility,資料/SQL,mixed,UNIT_RUNTIME,,"delegate business content, retain governance shell"
A509,sqlite-reconciliation-contract,system-responsibility,時限/預算,mixed,UNIT_RUNTIME,,"delegate business content, retain governance shell"
A510,sql-audit-transport-integrity,system-responsibility,資料/SQL,mixed,UNIT_RUNTIME,,"delegate business content, retain governance shell"
A511,sql-recovery-authority,system-responsibility,資料/SQL,mixed,UNIT_RUNTIME,,"delegate business content, retain governance shell"
A512,sql-capability-health-and-degradation,system-responsibility,模型/推論,mixed,UNIT_RUNTIME,permission,"delegate business content, retain governance shell"
A513,sql-governance-verification-suite,system-responsibility,資料/SQL,mixed,UNIT_RUNTIME,,"delegate business content, retain governance shell"
A514,sql-governance-closure-rule,system-responsibility,資料/SQL,mixed,UNIT_RUNTIME,permission,"delegate business content, retain governance shell"
A515,exact-sql-directory-migration-and-closure-machine-contract,system-responsibility,資料/SQL,mixed,UNIT_RUNTIME,,"delegate business content, retain governance shell"
A516,sql-object-canonicalization-security-reconciliation-audit-and-closure-semantics,system-responsibility,模型/推論,mixed,UNIT_RUNTIME,permission,"delegate business content, retain governance shell"
A517,sql-live-inventory-migration-reconstruction-security-role-sqlite-and-closure-coverage,system-responsibility,模型/推論,mixed,UNIT_RUNTIME,permission,"delegate business content, retain governance shell"
A518,information-layer-shared-transport-and-central-audit-sql-closure,system-responsibility,時限/預算,mixed,UNIT_RUNTIME,permission,"delegate business content, retain governance shell"
A519,sql-transaction-concurrency-pool-migration-execution-and-outbox-inbox-closure,system-responsibility,資料/SQL,mixed,UNIT_RUNTIME,permission,"delegate business content, retain governance shell"
A52,rag-architecture,system-responsibility,模型/推論,mixed,UNIT_RUNTIME,,"delegate business content, retain governance shell"
A520,complete-sql-governance-successor-and-five-domain-release-closure,system-responsibility,資料/SQL,mixed,UNIT_RUNTIME,permission,"delegate business content, retain governance shell"
A521,全專案架構圖,system-responsibility,資料/SQL,mixed,UNIT_RUNTIME,,"delegate business content, retain governance shell"
A522,Git 架構圖,system-responsibility,安全與稽核,governance,codex-retained,,retain in codex (governance/boundary)
A523,SQL 架構圖,system-responsibility,資料/SQL,mixed,UNIT_RUNTIME,,"delegate business content, retain governance shell"
A524,RAG 架構圖,system-responsibility,模型/推論,mixed,UNIT_RUNTIME,,"delegate business content, retain governance shell"
A525,程式語言架構圖,system-responsibility,工程實作要求,mixed,UNIT_RUNTIME,,"delegate business content, retain governance shell"
A526,七個獨立工具架構圖,system-responsibility,模型/推論,mixed,UNIT_RUNTIME,,"delegate business content, retain governance shell"
A527,中文法典五分卷鏡像法,system-responsibility,治理/權責,governance,codex-retained,,retain in codex (governance/boundary)
A528,架構圖與法典同步法,system-responsibility,治理/權責,governance,codex-retained,,retain in codex (governance/boundary)
A529,歷史工具拓撲更正,system-responsibility,治理/權責,governance,codex-retained,,retain in codex (governance/boundary)
A53,git-operation-tiers,system-responsibility,安全與稽核,mixed,UNIT_RUNTIME,,"delegate business content, retain governance shell"
A530,歷史星澄工具分類更正,system-responsibility,治理/權責,governance,codex-retained,,retain in codex (governance/boundary)
A531,七工具名冊法,system-responsibility,模型/推論,business,UNIT_RUNTIME,,"delegate to owning unit domain (successor, retain reference only)"
A532,現行拓撲衝突閉合法,system-responsibility,治理/權責,governance,codex-retained,,retain in codex (governance/boundary)
A533,七工具與機構拓撲完整整改 successor,system-responsibility,模型/推論,mixed,UNIT_RUNTIME,,"delegate business content, retain governance shell"
A534,七工具與機構拓撲完整 successor,system-responsibility,模型/推論,mixed,UNIT_RUNTIME,,"delegate business content, retain governance shell"
A535,身分與會話驗證基線,system-responsibility,安全與稽核,mixed,UNIT_RUNTIME,permission,"delegate business content, retain governance shell"
A536,隱私與個資最小化 successor,privacy-personal-data-special-law,模型/推論,mixed,UNIT_DATA,,"delegate business content, retain governance shell"
A537,退役清理、架構同步與執行時限條例,privacy-personal-data-special-law,時限/預算,mixed,UNIT_DATA,,"delegate business content, retain governance shell"
A538,自動法典更新強制同步條例,privacy-personal-data-special-law,資料/SQL,mixed,UNIT_DATA,,"delegate business content, retain governance shell"
A539,法典文字完整性與轉碼防護條例,privacy-personal-data-special-law,資料/SQL,mixed,UNIT_DATA,,"delegate business content, retain governance shell"
A540,獨立工具五秒生命週期與本地模型選擇啟動條例,privacy-personal-data-special-law,時限/預算,mixed,UNIT_DATA,,"delegate business content, retain governance shell"
A541,模型對話星澄優先自動路由條例,privacy-personal-data-special-law,模型/推論,mixed,UNIT_DATA,permission,"delegate business content, retain governance shell"
A542,外部協作雙欄使用者介面條例,privacy-personal-data-special-law,工程實作要求,mixed,UNIT_DATA,,"delegate business content, retain governance shell"
A543,外部協作介面收斂條例,privacy-personal-data-special-law,安全與稽核,mixed,UNIT_DATA,,"delegate business content, retain governance shell"
A544,外部協作整合控制與自動記錄條例,privacy-personal-data-special-law,工程實作要求,mixed,UNIT_DATA,,"delegate business content, retain governance shell"
A545,外部協作需求卡片退役條例,privacy-personal-data-special-law,工程實作要求,mixed,UNIT_DATA,,"delegate business content, retain governance shell"
A546,星澄內部自我升級條例,privacy-personal-data-special-law,資料/SQL,mixed,UNIT_DATA,,"delegate business content, retain governance shell"
A547,故障手冊移交星澄學習模組條例,privacy-personal-data-special-law,安全與稽核,mixed,UNIT_DATA,fault-directory-transfer-from-permission-sovereign;learning-evidence-sync-sub-sovereign;permission;permission-sovereign,"delegate business content, retain governance shell"
A548,星澄內部故障告知與自主維修條例,privacy-personal-data-special-law,時限/預算,governance,codex-retained,,retain in codex (governance/boundary)
A549,全專案 DAG／CAG／RAG 混合架構條例,privacy-personal-data-special-law,時限/預算,mixed,UNIT_DATA,permission,"delegate business content, retain governance shell"
A55,file-extension-conventions,system-responsibility,資料/SQL,mixed,UNIT_RUNTIME,,"delegate business content, retain governance shell"
A550,星澄模組行數豁免條例,system-responsibility,時限/預算,mixed,UNIT_RUNTIME,,"delegate business content, retain governance shell"
A551,language-positioning-and-responsibility,星澄模型與主系統整合條例,時限/預算,mixed,UNIT_ENGINE,decision;permission,"delegate business content, retain governance shell"
A552,gpu-acceleration-separate-track,星澄模型與主系統整合條例,模型/推論,mixed,UNIT_ENGINE,,"delegate business content, retain governance shell"
A553,xingcheng-model-architecture-moe,星澄模型與主系統整合條例,模型/推論,mixed,UNIT_ENGINE,,"delegate business content, retain governance shell"
A554,xingcheng-autonomous-training-and-upgrade,星澄模型與主系統整合條例,模型/推論,business,UNIT_ENGINE,,"delegate to owning unit domain (successor, retain reference only)"
A555,git-sql-rag-cag-dag-integration-division,星澄模型與主系統整合條例,時限/預算,mixed,UNIT_ENGINE,,"delegate business content, retain governance shell"
A556,xingcheng-unified-model-maturity,星澄模型與主系統整合條例,模型/推論,mixed,UNIT_ENGINE,,"delegate business content, retain governance shell"
A557,xingcheng-model-training-tiers,星澄模型與主系統整合條例,模型/推論,business,UNIT_ENGINE,,"delegate to owning unit domain (successor, retain reference only)"
A558,xingcheng-pretraining-data-pipeline,星澄模型與主系統整合條例,模型/推論,mixed,UNIT_ENGINE,permission,"delegate business content, retain governance shell"
A559,single-shared-blueprint,星澄模型與主系統整合條例,模型/推論,mixed,UNIT_ENGINE,,"delegate business content, retain governance shell"
A56,test-framework-tiering,system-responsibility,工程實作要求,mixed,UNIT_RUNTIME,,"delegate business content, retain governance shell"
A560,xingcheng-ntp-correctness-tests,星澄模型與主系統整合條例,模型/推論,mixed,UNIT_ENGINE,,"delegate business content, retain governance shell"
A561,xingcheng-small-model-training-baseline,星澄模型與主系統整合條例,時限/預算,mixed,UNIT_ENGINE,,"delegate business content, retain governance shell"
A562,xingcheng-primary-goal-command-and-chat,星澄模型與主系統整合條例,模型/推論,business,UNIT_ENGINE,,"delegate to owning unit domain (successor, retain reference only)"
A563,xingcheng-medium-base-scaling-strategy,星澄模型與主系統整合條例,模型/推論,mixed,UNIT_ENGINE,,"delegate business content, retain governance shell"
A564,xingcheng-moe-training-quality-control,星澄模型與主系統整合條例,模型/推論,mixed,UNIT_ENGINE,,"delegate business content, retain governance shell"
A565,xingcheng-native-dialogue-training,星澄模型與主系統整合條例,模型/推論,business,UNIT_ENGINE,,"delegate to owning unit domain (successor, retain reference only)"
A566,xingcheng-python-cpp-inference-consistency,星澄模型與主系統整合條例,模型/推論,mixed,UNIT_ENGINE,,"delegate business content, retain governance shell"
A567,xingcheng-kv-cache-correctness-and-performance,星澄模型與主系統整合條例,時限/預算,mixed,UNIT_ENGINE,,"delegate business content, retain governance shell"
A568,xingcheng-native-capability-evaluation,星澄模型與主系統整合條例,模型/推論,mixed,UNIT_ENGINE,,"delegate business content, retain governance shell"
A569,xingcheng-weight-evolution,星澄模型與主系統整合條例,模型/推論,mixed,UNIT_ENGINE,,"delegate business content, retain governance shell"
A57,self-health-test-necessity,sovereignty,模型/推論,mixed,codex-retained,health-maintenance-test-sub-sovereign,"delegate business content, retain governance shell"
A570,gptbridge-system-convergence,星澄模型與主系統整合條例,模型/推論,mixed,UNIT_ENGINE,decision,"delegate business content, retain governance shell"
A571,gptbridge-connection-recovery-and-event-sequence,星澄模型與主系統整合條例,模型/推論,mixed,UNIT_ENGINE,,"delegate business content, retain governance shell"
A572,gptbridge-maintenance-update-integration,星澄模型與主系統整合條例,安全與稽核,mixed,UNIT_ENGINE,,"delegate business content, retain governance shell"
A573,gptbridge-unified-task-lifecycle,星澄模型與主系統整合條例,時限/預算,mixed,UNIT_ENGINE,,"delegate business content, retain governance shell"
A574,gptbridge-runtime-execution-lease,星澄模型與主系統整合條例,資料/SQL,mixed,UNIT_ENGINE,,"delegate business content, retain governance shell"
A575,gptbridge-release-manifest,星澄模型與主系統整合條例,資料/SQL,mixed,UNIT_ENGINE,permission,"delegate business content, retain governance shell"
A576,gptbridge-dev-runtime-separation,星澄模型與主系統整合條例,模型/推論,business,UNIT_ENGINE,,"delegate to owning unit domain (successor, retain reference only)"
A577,gptbridge-backend-lifecycle-contract,星澄模型與主系統整合條例,時限/預算,mixed,UNIT_ENGINE,,"delegate business content, retain governance shell"
A578,gptbridge-integration-sequence,星澄模型與主系統整合條例,模型/推論,mixed,UNIT_ENGINE,,"delegate business content, retain governance shell"
A579,gptbridge-request-registry,星澄模型與主系統整合條例,時限/預算,mixed,UNIT_ENGINE,,"delegate business content, retain governance shell"
A58,embedded-browser-governed-access,system-responsibility,工程實作要求,mixed,UNIT_RUNTIME,,"delegate business content, retain governance shell"
A580,gptbridge-request-lifecycle-and-streaming-attribution,星澄模型與主系統整合條例,時限/預算,mixed,UNIT_ENGINE,permission,"delegate business content, retain governance shell"
A581,gptbridge-connection-state-reconnect-backpressure,星澄模型與主系統整合條例,時限/預算,mixed,UNIT_ENGINE,,"delegate business content, retain governance shell"
A582,gptbridge-integrated-objectives,星澄模型與主系統整合條例,模型/推論,mixed,UNIT_ENGINE,automation;permission,"delegate business content, retain governance shell"
A583,gptbridge-implementation-precedence,星澄模型與主系統整合條例,模型/推論,business,UNIT_ENGINE,,"delegate to owning unit domain (successor, retain reference only)"
A584,xingcheng-multi-configuration-gpt,星澄模型與主系統整合條例,模型/推論,mixed,UNIT_ENGINE,,"delegate business content, retain governance shell"
A585,xingcheng-tool-calling-competence,星澄模型與主系統整合條例,流程/程序,business,UNIT_ENGINE,permission,"delegate to owning unit domain (successor, retain reference only)"
A586,ollama-on-demand-activation,星澄模型與主系統整合條例,時限/預算,mixed,UNIT_ENGINE,permission,"delegate business content, retain governance shell"
A587,main-system-on-demand-modules,星澄模型與主系統整合條例,時限/預算,mixed,UNIT_ENGINE,permission,"delegate business content, retain governance shell"
A588,project-single-purpose-modules,星澄模型與主系統整合條例,時限/預算,mixed,UNIT_ENGINE,,"delegate business content, retain governance shell"
A589,project-blockchain-style-module-records,星澄模型與主系統整合條例,時限/預算,mixed,UNIT_ENGINE,decision,"delegate business content, retain governance shell"
A590,main-system-multi-core-parallelism,星澄模型與主系統整合條例,時限/預算,mixed,UNIT_ENGINE,automation;decision;permission;system-runtime,"delegate business content, retain governance shell"
A591,sovereigns-become-core-engines,星澄模型與主系統整合條例,資料/SQL,mixed,UNIT_ENGINE,automation;decision;permission;system-runtime,"delegate business content, retain governance shell"
A592,sub-sovereign-elimination-full-modularization,星澄模型與主系統整合條例,時限/預算,mixed,UNIT_ENGINE,decision;permission;sub-sovereign,"delegate business content, retain governance shell"
A593,resource-governance-throttle-protection,amendment-and-protection,時限/預算,mixed,codex-retained,permission,"delegate business content, retain governance shell"
A594,unit-system-architecture-hierarchy,amendment-and-protection,工程實作要求,business,codex-retained,,"delegate to owning unit domain (successor, retain reference only)"
A595,core-deployment-topology,amendment-and-protection,時限/預算,mixed,codex-retained,automation;decision;permission,"delegate business content, retain governance shell"
A596,on-demand-isolation-authority,amendment-and-protection,安全與稽核,mixed,codex-retained,decision,"delegate business content, retain governance shell"
A597,DAG／CAG／RAG 機器契約與驗證登錄條例,privacy-personal-data-special-law,模型/推論,mixed,UNIT_DATA,,"delegate business content, retain governance shell"
A598,星澄自主訓練權限、資源與政策權屬條例,星澄模型與主系統整合條例,時限/預算,mixed,UNIT_ENGINE,,"delegate business content, retain governance shell"
A599,模組按需啟動、休眠與喚醒權限條例,amendment-and-protection,時限/預算,mixed,codex-retained,,"delegate business content, retain governance shell"
A6,permission,permission,治理/權責,governance,codex-retained,permission;permission-sovereign,retain in codex (governance/boundary)
A600,自動清理、刪除權限與世代保留條例,amendment-and-protection,時限/預算,mixed,codex-retained,,"delegate business content, retain governance shell"
A601,共同禁止條款引用條例,amendment-and-protection,資料/SQL,mixed,codex-retained,decision;permission,"delegate business content, retain governance shell"
A602,治理與業務規則下放 successor,separation-and-accountability,時限/預算,mixed,codex-retained,,"delegate business content, retain governance shell"
A603,Git 規範單一控制條引用收斂,amendment-and-protection,安全與稽核,mixed,codex-retained,,"delegate business content, retain governance shell"
A604,治理核心、星澄身分與模組權責收斂條例,星澄模型與主系統整合條例,模型/推論,mixed,UNIT_ENGINE,active-sub-sovereign;automation;automation-sovereign;decision;permission;sub-sovereign;synchronization-sovereign,"delegate business content, retain governance shell"
A605,高效率 Runtime 規則索引條例,amendment-and-protection,時限/預算,mixed,codex-retained,permission,"delegate business content, retain governance shell"
A606,法典規範面收斂與模組規則下放條例,separation-and-accountability,資料/SQL,mixed,codex-retained,,"delegate business content, retain governance shell"
A607,模組規則集中索引與權限核心管理條例,amendment-and-protection,資料/SQL,mixed,codex-retained,permission;permission-sovereign,"delegate business content, retain governance shell"
